time_stamp	torque_joint_1	torque_joint_2	torque_joint_3	torque_joint_4	torque_joint_5	torque_joint_6	torque_joint_7	temperature_1	temperature_2	temperature_3	temperature_4	temperature_5	temperature_6	temperature_7
1.50462e+09	0.046875	-0.132812	-0.132812	0.015625	-0.242188	-0.203125	-0.0625	37	41	40	37	43	44	36
1.50462e+09	0.046875	-0.132812	-0.132812	0.015625	-0.234375	-0.203125	-0.0625	37	41	40	37	43	44	36
1.50462e+09	0.046875	-0.132812	-0.132812	0.015625	-0.234375	-0.203125	-0.0625	37	41	40	37	43	44	36
1.50462e+09	0.046875	-0.125	-0.132812	0.015625	-0.234375	-0.203125	-0.0625	37	41	40	37	43	44	36
1.50462e+09	0.046875	-0.132812	-0.132812	0.015625	-0.234375	-0.203125	-0.0625	37	41	40	37	43	44	36
1.50462e+09	0.046875	-0.132812	-0.132812	0.015625	-0.234375	-0.203125	-0.0625	37	41	40	37	43	44	36
1.50462e+09	0.046875	-0.132812	-0.132812	0.015625	-0.234375	-0.203125	-0.0625	37	41	40	37	43	44	36
1.50462e+09	0.0390625	-0.132812	-0.132812	0.015625	-0.234375	-0.203125	-0.0625	37	41	40	37	43	44	36
1.50462e+09	0.046875	-0.132812	-0.132812	0.015625	-0.242188	-0.203125	-0.0625	37	41	40	37	43	44	36
1.50462e+09	0.046875	-0.132812	-0.132812	0.015625	-0.234375	-0.203125	-0.0625	37	41	40	37	43	44	36
1.50462e+09	0.046875	-0.132812	-0.132812	0.015625	-0.242188	-0.203125	-0.0625	37	41	40	37	43	44	36
1.50462e+09	0.046875	-0.125	-0.132812	0.015625	-0.242188	-0.203125	-0.0625	37	41	40	37	43	44	36
1.50462e+09	0.046875	-0.132812	-0.132812	0.015625	-0.234375	-0.203125	-0.0625	37	41	40	37	43	44	36
1.50462e+09	0.046875	-0.132812	-0.132812	0.015625	-0.234375	-0.203125	-0.0625	37	41	40	37	43	44	36
1.50462e+09	0.046875	-0.132812	-0.132812	0.015625	-0.242188	-0.203125	-0.0625	37	41	40	37	43	44	36
1.50462e+09	0.046875	-0.132812	-0.132812	0.015625	-0.234375	-0.203125	-0.0625	37	41	40	37	43	44	36
1.50462e+09	0.046875	-0.132812	-0.132812	0.015625	-0.234375	-0.203125	-0.0625	37	41	40	37	43	44	36
1.50462e+09	0.046875	-0.132812	-0.132812	0.015625	-0.234375	-0.203125	-0.0625	37	41	40	37	43	44	36
1.50462e+09	0.046875	-0.132812	-0.132812	0.015625	-0.234375	-0.203125	-0.0625	37	41	40	37	43	44	36
1.50462e+09	0.046875	-0.132812	-0.132812	0.015625	-0.234375	-0.203125	-0.0625	37	41	40	37	43	44	36
1.50462e+09	0.046875	-0.132812	-0.132812	0.015625	-0.234375	-0.203125	-0.0625	37	41	40	37	43	44	36
1.50462e+09	0.046875	-0.132812	-0.132812	0.015625	-0.242188	-0.203125	-0.0625	37	41	40	37	43	44	36
