time_stamp	actual_pos_joint_4	actual_pos_joint_5	actual_pos_joint_3	actual_pos_joint_1	actual_pos_joint_2	actual_pos_joint_6	actual_vel_joint_4	actual_vel_joint_5	actual_vel_joint_3	actual_vel_joint_1	actual_vel_joint_2	actual_vel_joint_6	actual_acc_joint_4	actual_acc_joint_5	actual_acc_joint_3	actual_acc_joint_1	actual_acc_joint_2	actual_acc_joint_6	actual_time_from_start	desired_pos_joint_4	desired_pos_joint_5	desired_pos_joint_3	desired_pos_joint_1	desired_pos_joint_2	desired_pos_joint_6	desired_vel_joint_4	desired_vel_joint_5	desired_vel_joint_3	desired_vel_joint_1	desired_vel_joint_2	desired_vel_joint_6	desired_acc_joint_4	desired_acc_joint_5	desired_acc_joint_3	desired_acc_joint_1	desired_acc_joint_2	desired_acc_joint_6	desired_time_from_start
1504020458.198358058	-0.147262	0.777728	-0.814544	-0.0184078	0.793068	-1.60454	0.238761	0	0	0	0	0	0	0	0	0	0	0	0.000000000	-0.127496	0.788798	-0.788798	-0.011253	0.828698	-1.5708	0.250638	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0.000000000
1504020458.218024969	-0.139592	0.776194	-0.814544	-0.0184078	0.793068	-1.60454	0.286513	0	0	0	0	0	0	0	0	0	0	0	0.000000000	-0.11545	0.788798	-0.788798	-0.0101897	0.828698	-1.5708	0.238526	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0.000000000
1504020458.238574981	-0.139592	0.776194	-0.814544	-0.0184078	0.793068	-1.60454	0.286513	0	0	0	0	0	0	0	0	0	0	0	0.000000000	-0.11545	0.788798	-0.788798	-0.0101897	0.828698	-1.5708	0.238526	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0.000000000
1504020458.258114099	-0.133456	0.777728	-0.814544	-0.0184078	0.793068	-1.60454	0.238761	0	0	0	0	0	0	0	0	0	0	0	0.000000000	-0.104025	0.788798	-0.788798	-0.00918132	0.828698	-1.5708	0.226218	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0.000000000
1504020458.278048992	-0.12732	0.776194	-0.814544	-0.0184078	0.793068	-1.60454	0.191009	0	0	0	0	0	0	0	0	0	0	0	0.000000000	-0.104025	0.788798	-0.788798	-0.00918132	0.828698	-1.5708	0.226218	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0.000000000
1504020458.298650026	-0.122718	0.776194	-0.81301	-0.0168738	0.793068	-1.60454	0.143257	0	0	0	0	0	0	0	0	0	0	0	0.000000000	-0.104025	0.788798	-0.788798	-0.00918132	0.828698	-1.5708	0.226218	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0.000000000
1504020458.319758892	-0.122718	0.776194	-0.81301	-0.0168738	0.793068	-1.60454	0.143257	0	0	0	0	0	0	0	0	0	0	0	0.000000000	-0.0932292	0.788798	-0.788798	-0.00822849	0.828698	-1.5708	0.213746	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0.000000000
1504020458.338351011	-0.115049	0.776194	-0.811476	-0.0168738	0.791534	-1.60454	0.238761	0	0	0	0	0	0	0	0	0	0	0	0.000000000	-0.0932292	0.788798	-0.788798	-0.00822849	0.828698	-1.5708	0.213746	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0.000000000
1504020458.358207941	-0.110447	0.777728	-0.811476	-0.0168738	0.793068	-1.60454	0.143257	0	0	0	0	0	0	0	0	0	0	0	0.000000000	-0.0830688	0.788798	-0.788798	-0.00733173	0.828698	-1.5708	0.201176	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0.000000000
1504020458.381587982	-0.105845	0.776194	-0.811476	-0.0168738	0.791534	-1.60454	0.143257	0	0	0	0	0	0	0	0	0	0	0	0.000000000	-0.0830688	0.788798	-0.788798	-0.00733173	0.828698	-1.5708	0.201176	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0.000000000
