time_stamp	torque_joint_1	torque_joint_2	torque_joint_3	torque_joint_4	torque_joint_5	torque_joint_6	torque_joint_7	temperature_1	temperature_2	temperature_3	temperature_4	temperature_5	temperature_6	temperature_7
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.046875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.046875	-0.210938	-0.101562	0.03125	-0.0625	-0.195312	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0703125	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.09375	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.046875	-0.210938	-0.101562	0.0234375	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.046875	-0.210938	-0.101562	0.03125	-0.0625	-0.195312	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.046875	-0.210938	-0.09375	0.03125	-0.0625	-0.195312	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.046875	-0.210938	-0.09375	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.046875	-0.210938	-0.09375	0.03125	-0.0625	-0.1875	-0.0703125	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.09375	0.03125	-0.0625	-0.195312	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0703125	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.09375	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.046875	-0.210938	-0.101562	0.03125	-0.0625	-0.195312	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.046875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.046875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.09375	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.046875	-0.210938	-0.09375	0.03125	-0.0625	-0.1875	-0.0703125	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.046875	-0.210938	-0.09375	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.09375	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.09375	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.046875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.046875	-0.210938	-0.09375	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.046875	-0.210938	-0.09375	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.046875	-0.210938	-0.101562	0.03125	-0.0625	-0.195312	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.09375	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.09375	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.09375	0.03125	-0.0625	-0.195312	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.046875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0703125	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.046875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.046875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	39	60	44	36	40	54	39
1.5046e+09	0.046875	-0.210938	-0.101562	0.03125	-0.0625	-0.195312	-0.0625	39	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	39	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	39	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.046875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.046875	-0.210938	-0.101562	0.03125	-0.0625	-0.195312	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.046875	-0.210938	-0.101562	0.03125	-0.0625	-0.195312	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.046875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.09375	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.046875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.046875	-0.210938	-0.09375	0.03125	-0.0625	-0.195312	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.046875	-0.210938	-0.09375	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.046875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.046875	-0.210938	-0.101562	0.03125	-0.0625	-0.195312	-0.0703125	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.09375	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.046875	-0.210938	-0.101562	0.0234375	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.0546875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.046875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.046875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
1.5046e+09	0.046875	-0.210938	-0.101562	0.03125	-0.0625	-0.1875	-0.0625	38	60	44	36	40	54	39
