time_stamp	torque_joint_1	torque_joint_2	torque_joint_3	torque_joint_4	torque_joint_5	torque_joint_6	torque_joint_7	temperature_1	temperature_2	temperature_3	temperature_4	temperature_5	temperature_6	temperature_7
1.50461e+09	0.046875	-0.21875	-0.117188	0.03125	-0.0546875	-0.179688	-0.0546875	39	44	39	37	42	45	36
1.50461e+09	0.046875	-0.210938	-0.117188	0.03125	-0.0546875	-0.179688	-0.0625	39	44	39	37	42	45	36
1.50461e+09	0.046875	-0.21875	-0.117188	0.03125	-0.0546875	-0.179688	-0.0546875	39	44	39	37	42	45	36
1.50461e+09	0.046875	-0.21875	-0.117188	0.03125	-0.0546875	-0.179688	-0.0625	39	44	39	37	42	45	36
1.50461e+09	0.046875	-0.21875	-0.117188	0.03125	-0.0546875	-0.179688	-0.0625	39	44	39	37	42	45	36
1.50461e+09	0.046875	-0.21875	-0.125	0.03125	-0.0546875	-0.179688	-0.0625	39	44	39	37	42	45	36
1.50461e+09	0.046875	-0.21875	-0.117188	0.03125	-0.0546875	-0.179688	-0.0546875	39	44	39	37	42	45	36
1.50461e+09	0.046875	-0.21875	-0.125	0.03125	-0.0546875	-0.1875	-0.0546875	39	44	39	37	42	45	36
1.50461e+09	0.046875	-0.21875	-0.117188	0.03125	-0.0546875	-0.179688	-0.0546875	39	44	39	37	42	45	36
1.50461e+09	0.046875	-0.21875	-0.125	0.0390625	-0.0546875	-0.1875	-0.0546875	39	44	39	37	42	45	36
1.50461e+09	0.046875	-0.21875	-0.117188	0.03125	-0.0546875	-0.179688	-0.0546875	39	44	39	37	42	45	36
1.50461e+09	0.046875	-0.21875	-0.125	0.03125	-0.0546875	-0.179688	-0.0546875	39	44	39	37	42	45	36
1.50461e+09	0.046875	-0.21875	-0.117188	0.03125	-0.0546875	-0.179688	-0.0546875	39	44	39	37	42	45	36
1.50461e+09	0.046875	-0.210938	-0.125	0.03125	-0.0546875	-0.1875	-0.0546875	39	44	39	37	42	47	36
1.50461e+09	0.046875	-0.21875	-0.117188	0.03125	-0.0546875	-0.179688	-0.0625	39	44	39	37	42	47	36
1.50461e+09	0.046875	-0.21875	-0.117188	0.03125	-0.0546875	-0.179688	-0.0546875	39	44	39	37	42	47	36
1.50461e+09	0.046875	-0.21875	-0.117188	0.03125	-0.0546875	-0.1875	-0.0625	39	44	39	37	42	47	36
