0,0,0,0,-4.4409e-16,0,0,4.4409e-16,0.081909,0.081909,0
0.26316,-0.00037566,-0.0015215,-0.00012679,0.00019018,0.00020661,0.00019018,-6.3394e-05,0.1618,0.1618,0
0.52632,-0.0027644,-0.011196,-0.000933,0.0013996,0.0015204,0.0013995,-0.00046657,0.23771,0.23771,0
0.78947,-0.0085534,-0.034642,-0.0028868,0.0043323,0.0047044,0.0043302,-0.0014455,0.30776,0.30776,0
1.0526,-0.018521,-0.07501,-0.0062509,0.0093979,0.010186,0.0093763,-0.0031467,0.37024,0.37024,0
1.3158,-0.032917,-0.13332,-0.01111,0.016786,0.018104,0.016664,-0.0056726,0.4236,0.4236,0
1.5789,-0.051546,-0.20876,-0.017397,0.026562,0.02835,0.026095,-0.0091447,0.46653,0.46653,0
1.8421,-0.073846,-0.29908,-0.024923,0.038763,0.040615,0.037385,-0.013755,0.49797,0.49797,0
2.1053,-0.098971,-0.40083,-0.033403,0.053453,0.054433,0.050104,-0.019776,0.51715,0.51715,0
2.3684,-0.12587,-0.50979,-0.042482,0.070707,0.069229,0.063723,-0.027498,0.5236,0.5236,0
2.6316,-0.15338,-0.62119,-0.051766,0.09052,0.084357,0.077649,-0.037121,0.51715,0.51715,0
2.8947,-0.18028,-0.73014,-0.060845,0.11265,0.099153,0.091267,-0.048603,0.49797,0.49797,0
3.1579,-0.2054,-0.8319,-0.069325,0.13645,0.11297,0.10399,-0.06154,0.46653,0.46653,0
3.4211,-0.2277,-0.92221,-0.076851,0.16073,0.12524,0.11528,-0.075114,0.4236,0.4236,0
3.6842,-0.24633,-0.99766,-0.083138,0.1838,0.13548,0.12471,-0.088172,0.37024,0.37024,0
3.9474,-0.26073,-1.056,-0.087997,0.20368,0.1434,0.132,-0.099455,0.30776,0.30776,0
4.2105,-0.2707,-1.0963,-0.091361,0.21865,0.14888,0.13704,-0.10792,0.23771,0.23771,0
4.4737,-0.27649,-1.1198,-0.093315,0.22785,0.15207,0.13997,-0.1131,0.1618,0.1618,0
4.7368,-0.27887,-1.1295,-0.094121,0.23176,0.15338,0.14118,-0.1153,0.081909,0.081909,0
5,-0.27925,-1.131,-0.094248,0.23238,0.15359,0.14137,-0.11565,6.4122e-17,6.4122e-17,0
